Name;Postanschrift;Hausanschrift;E-Mail;Web;Telefon;Fax
Amtsgericht München;"Amtsgericht München
80315 München";"Amtsgericht München
Pacellistraße 5
80333 München";Poststelle@ag-m.bayern.de;http://www.ag-m.bayern.de;(089)559706;(089)55972850
Amtsgericht Münsingen ;"Amtsgericht Münsingen 
Postfach 12 30
72522 Münsingen";"Amtsgericht Münsingen 
Schlosshof 3
72525 Münsingen";Poststelle@agmuensingen.justiz.bwl.de;;(07381) 180583;(07381) 180511
Amtsgericht Münster ;"Amtsgericht Münster 
Postfach 61 65
48136 Münster (Westf.)";"Amtsgericht Münster 
Gerichtsstraße 2-6
48149 Münster (Westf.)";poststelle@ag-muenster.nrw.de;http://www.ag-muenster.nrw.de;(0251)494 0;(0251)494 2580
Bundespatentgericht;"Bundespatentgericht
Postfach 90 02 53
81502 München";"Bundespatentgericht
Cincinnatistrasse 64
81549 München";bundespatentgericht@bpatg.bund.de;http://www.bpatg.de;(089) 69937-0;(089) 69937-5100
Landgericht  Magdeburg ;"Landgericht  Magdeburg 
Postfach 39 11 22
39135 Magdeburg";"Landgericht  Magdeburg 
Halberstädter Straße 8
39112 Magdeburg";Poststelle@lg-md.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/lg-md;(0391)6060;(0391)6062069 /70
Landgericht  Mainz ;"Landgericht  Mainz 
Postfach 30 20
55020 Mainz";"Landgericht  Mainz 
Diether-von-Isenburg-Straße
55116 Mainz";LGMZ@ko.jm.rlp.de;http://www.LGMZ.justiz.rlp.de;(06131)1410;(06131)1414444
Landgericht  Mannheim;"Landgericht  Mannheim
68149 Mannheim";"Landgericht  Mannheim
A 1
68159 Mannheim";Poststelle@lgmannheim.justiz.bwl.de;;(0621) 2920;(0621) 2921314
Landgericht  Marburg ;Landgericht  Marburg ;"Landgericht  Marburg 
Universitätsstraße 48
35037 Marburg";verwaltung@lg-marburg.justiz.hessen.de;http://www.lg-marburg.justiz.hessen.de;(06421)2900;(06421)290195
Landgericht  Meiningen ;"Landgericht  Meiningen 
Postfach 10 04 62
98604 Meiningen";"Landgericht  Meiningen 
Lindenallee 15
98617 Meiningen";Poststelle@lgmgn.thueringen.de;http://www.thueringen.de/olg/LGMgn.html;(03693)5090;(03693)509205
Landgericht  Memmingen;Landgericht  Memmingen;"Landgericht  Memmingen
Hallhof 1
87700 Memmingen";Poststelle@lg-mm.bayern.de;http://www.justiz.bayern.de/gericht/lg/mm;(08331)1050;(08331)105422
Landgericht  Mönchengladbach ;"Landgericht  Mönchengladbach 
Postfach 10 16 20
41016 Mönchengladbach";"Landgericht  Mönchengladbach 
Hohenzollernstraße 157
41061 Mönchengladbach";poststelle@lg-moenchengladbach.nrw.de;http://www.lg-moenchengladbach.nrw.de;(02161)2760;(02161)276310
Landgericht  Mosbach;"Landgericht  Mosbach
74819 Mosbach";"Landgericht  Mosbach
Hauptstraße 110
74821 Mosbach";Poststelle@lgmosbach.justiz.bwl.de;;(06261) 870;(06261) 87440
Landgericht  Mühlhausen ;"Landgericht  Mühlhausen 
Postfach 11 65
99961 Mühlhausen";"Landgericht  Mühlhausen 
Eisenacher Straße 41
99974 Mühlhausen";Poststelle@lgmhl.thueringen.de;http://www.thueringen.de/olg/LGMh.html;(03601)4580;(03601)458800
Landgericht  München I;"Landgericht  München I
80316 München";"Landgericht  München I
Prielmayerstraße 7
80335 München";Poststelle@lg-m1.bayern.de;http://www.justiz.bayern.de/gericht/lg/m1/;(089)559703;(089)55972991
Landgericht  München II;"Landgericht  München II
80097 München";"Landgericht  München II
Denisstraße 3
80335 München";Poststelle@lg-m2.bayern.de;;(089)559704;(089)55973561
Landgericht  Münster ;"Landgericht  Münster 
Postfach 49 09
48028 Münster (Westf.)";"Landgericht  Münster 
Am Stadtgraben 10
48143 Münster (Westf.)";poststelle@lg-muenster.nrw.de;http://www.lg-muenster.nrw.de;(0251)4940;(0251)4942499
Oberlandesgericht München;"Oberlandesgericht München
80097 München";"Oberlandesgericht München
Prielmayerstraße 5
80335 München";Poststelle@olg-m.bayern.de;http://www.justiz.bayern.de/gericht/olg/m;(089)559702;(089)55973570
Amtsgericht Nagold ;"Amtsgericht Nagold 
Postfach 11 52
72191 Nagold";"Amtsgericht Nagold 
Bahnhofstraße 31
72202 Nagold";Poststelle@agnagold.justiz.bwl.de;;(07452) 83720;(07452) 837250
Amtsgericht Nauen ;"Amtsgericht Nauen 
Postfach 1 46 32
14641 Nauen";"Amtsgericht Nauen 
Paul-Jerchel-Straße 9
14641 Nauen";verwaltung@AGNAU.BRANDENBURG.DE;http://www.ag-nauen.brandenburg.de;(03321)44520;(03321)455347
Amtsgericht Naumburg ;"Amtsgericht Naumburg 
Postfach 13 54
06603 Naumburg";"Amtsgericht Naumburg 
Markt 7
06618 Naumburg";Poststelle@ag-nmb.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-nmb;(03445)2810;(03445)282615
Amtsgericht Neresheim ;"Amtsgericht Neresheim 
Postfach 4
73448 Neresheim";"Amtsgericht Neresheim 
Hauptstraße 2
73450 Neresheim";Poststelle@agneresheim.justiz.bwl.de;;(07326) 96180;(07326) 961825
Amtsgericht Nettetal ;"Amtsgericht Nettetal 
Postfach 11 63
41301 Nettetal";"Amtsgericht Nettetal 
Steegerstraße 61
41334 Nettetal";poststelle@ag-nettetal.nrw.de;http://www.ag-nettetal.nrw.de;(02153)91510;(02153)915111
Amtsgericht Neu-Ulm ;"Amtsgericht Neu-Ulm 
Postfach 23 40
89213 Neu-Ulm";"Amtsgericht Neu-Ulm 
Schützenstraße 17
89231 Neu-Ulm";Poststelle@ag-nu.bayern.de;http://www.justiz.bayern.de/gericht/ag/nu;(0731)707930;(0731)70793111
Amtsgericht Neubrandenburg ;"Amtsgericht Neubrandenburg 
Postfach 11 01 39
17041 Neubrandenburg";"Amtsgericht Neubrandenburg 
Friedrich-Engels-Ring 15-18
17033 Neubrandenburg";verwaltung@ag-neubrandenburg.mv-justiz.de;;(0395)54440;(0395)5444-425
Amtsgericht Neuburg a.d. Donau;"Amtsgericht Neuburg a.d. Donau
86616 Neuburg a.d. Donau";"Amtsgericht Neuburg a.d. Donau
Ottheinrich-Platz A 1
86633 Neuburg a. d. Donau";Poststelle@ag-nd.bayern.de;;(08431)5880;(08431)588250
Amtsgericht Neumarkt i.d. OPf. ;Amtsgericht Neumarkt i.d. OPf. ;"Amtsgericht Neumarkt i.d. OPf. 
Residenzplatz 1
92318 Neumarkt i.d. OPf.";Poststelle@ag-nm.bayern.de;http://www.justiz.bayern.de/gericht/ag/nm;(09181)4090;(09181)409116
Amtsgericht Neumünster;"Amtsgericht Neumünster
24531 Neumünster";"Amtsgericht Neumünster
Boostedter Straße 26
24534 Neumünster";verwaltung@ag-neumuenster.landsh.de;http://www.ag-neumuenster.schleswig-holstein.de;(04321)9400;(04321)940299
Amtsgericht Neunkirchen ;"Amtsgericht Neunkirchen 
Postfach 11 04
66511 Neunkirchen";"Amtsgericht Neunkirchen 
Knappschaftsstraße 16
66538 Neunkirchen";poststelle@agnk.justiz.saarland.de;http://www.ag-nk.saarland.de;(06821)10601;(06821)106100
Amtsgericht Neuruppin ;"Amtsgericht Neuruppin 
Postfach 13 52
16802 Neuruppin";"Amtsgericht Neuruppin 
Karl-Liebknecht-Str. 28
16816 Neuruppin";poststelle@arbgn.brandenburg.De;http://www.arbg-neuruppin.brandenburg.de;(03391)458500;(03391)458530
Amtsgericht Neuss ;"Amtsgericht Neuss 
Postfach 10 03 54
41403 Neuss";"Amtsgericht Neuss 
Breite Straße 48
41460 Neuss";poststelle@ag-neuss.nrw.de;http://www.ag-neuss.nrw.de;(02131)2890;(02131)289750
Amtsgericht Neustadt a. d. Aisch ;"Amtsgericht Neustadt a. d. Aisch 
Postfach 12 40
91402 Neustadt a. d. Aisch";"Amtsgericht Neustadt a. d. Aisch 
Bamberger Straße 28
91413 Neustadt a. d. Aisch";Poststelle@ag-nea.bayern.de;http://www.justiz.bayern.de/gericht/ag/nea;(09161)7840;(09161)784184
Amtsgericht Neustadt a. Rübenberge;"Amtsgericht Neustadt a. Rübenberge
Postfach 31 61
31533 Neustadt a. Rübenberge";"Amtsgericht Neustadt a. Rübenberge
Ludwig-Enneccerus-Platz 2
31535 Neustadt a. Rübenberge";agneu-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-neustadt.niedersachsen.de;(05032)9690;(05032)969120
Amtsgericht Neustadt an der Weinstraße;"Amtsgericht Neustadt an der Weinstraße
Postfach 10 01 62
67401 Neustadt an der Weinstraße";"Amtsgericht Neustadt an der Weinstraße
Robert-Stolz-Straße 20
67433 Neustadt an der Weinstraße";AGNW@zw.jm.rlp.de;http://www.AGNW.justiz.rlp.de;(06321)4010;(06321)401291
Amtsgericht Neustrelitz ;"Amtsgericht Neustrelitz 
Postfach 13 48
17223 Neustrelitz";"Amtsgericht Neustrelitz 
Töpferstraße 13a
17235 Neustrelitz";verwaltung@ag-neustrelitz.mv-justiz.de;;(03981)2550;(03981)255199
Amtsgericht Neuwied ;"Amtsgericht Neuwied 
56562 Neuwied";"Amtsgericht Neuwied 
Hermannstraße 39
56564 Neuwied";AGNR@ko.jm.rlp.de;http://www.AGNR.justiz.rlp.de;(02631)89990;(02631)8999200
Amtsgericht Nidda ;"Amtsgericht Nidda 
Postfach 11 40
63658 Nidda";"Amtsgericht Nidda 
Schloßgasse 23
63667 Nidda";verwaltung@ag-nidda.justiz.hessen.de;http://www.ag-nidda.justiz.hessen.de;(06043)80030;(06043)800329
Amtsgericht Niebüll ;"Amtsgericht Niebüll 
Postfach 11 40
25891 Niebüll";"Amtsgericht Niebüll 
Sylter Bogen 1a
25899 Niebüll";verwaltung@ag-niebuell.landsh.de;http://www.ag-niebuell.schleswig-holstein.de;(04661)6090;(04661)609232
Amtsgericht Nienburg (Weser) ;"Amtsgericht Nienburg (Weser) 
Postfach 11 12
31561 Nienburg (Weser)";"Amtsgericht Nienburg (Weser) 
Schloßplatz 1
31582 Nienburg (Weser)";agni-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-nienburg.niedersachsen.de;(05021)60180;(05021)601860
Amtsgericht Norden ;"Amtsgericht Norden 
Postfach 10 04 40
26494 Norden";"Amtsgericht Norden 
Norddeicher Straße 1
26506 Norden";agnor-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-norden.niedersachsen.de;(04931)180901;(04931)180970
Amtsgericht Nordenham ;"Amtsgericht Nordenham 
Postfach 11 64 u. 11 65
26941 Nordenham";"Amtsgericht Nordenham 
Bahnhofstraße 56
26954 Nordenham";agndh-poststelle@justiz.niedersachen.de;http://www.amtsgericht-nordenham.niedersachsen.de;(04731)9460;(04731)946423
Amtsgericht Norderstedt ;Amtsgericht Norderstedt ;"Amtsgericht Norderstedt 
Rathausallee 80
22850 Norderstedt";verwaltung@ag-norderstedt.landsh.de;http://www.ag-norderstedt.schleswig-holstein.de;(040)526060;(040)52606222
Amtsgericht Nordhausen ;"Amtsgericht Nordhausen 
Postfach 10 01 51
99721 Nordhausen";"Amtsgericht Nordhausen 
Rudolf-Breitscheid-Straße 6
99734 Nordhausen";Poststelle@agndh.thueringen.de;;(03631)4220;(03631)42210
Amtsgericht Nordhorn ;"Amtsgericht Nordhorn 
Postfach 11 29
48501 Nordhorn";"Amtsgericht Nordhorn 
Seilerbahn 15
48529 Nordhorn";agnoh-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-nordhorn.niedersachsen.de;(05921)7010;(05921)701117
Amtsgericht Nördlingen ;"Amtsgericht Nördlingen 
Postfach 11 11
86711 Nördlingen";"Amtsgericht Nördlingen 
Tändelmarkt 5
86720 Nördlingen";Poststelle@ag-noe.bayern.de;;(09081)21090;(09081)2109520
Amtsgericht Northeim ;"Amtsgericht Northeim 
Postfach 11 53
37141 Northeim";"Amtsgericht Northeim 
Bahnhofstraße 31
37154 Northeim";poststelle@ag-nom.niedersachsen.de;;(05551)9620;(05551)962114
Amtsgericht Nürnberg;"Amtsgericht Nürnberg
90327 Nürnberg";"Amtsgericht Nürnberg
Fürther Straße 110
90429 Nürnberg";Poststelle@ag-n.bayern.de;http://www.justiz.bayern.de/gericht/ag/n;(0911)32101;(0911)3212878
Amtsgericht Nürtingen ;"Amtsgericht Nürtingen 
Postfach
72601 Nürtingen";"Amtsgericht Nürtingen 
Neuffener Straße 28
72622 Nürtingen";Poststelle@agnuertingen.justiz.bwl.de;;(07022) 92250;(07022) 9225158
Landgericht  Neubrandenburg ;"Landgericht  Neubrandenburg 
Postfach 11 02 62
17042 Neubrandenburg";"Landgericht  Neubrandenburg 
Friedrich-Engels-Ring 15-18
17033 Neubrandenburg";verwaltung@lg-neubrandenburg.mv-justiz.de;;(0395)54440;(0395)5444425
Landgericht  Neuruppin ;"Landgericht  Neuruppin 
Postfach 14 63
16803 Neuruppin";"Landgericht  Neuruppin 
Feldmannstraße 1
16816 Neuruppin";verwaltung@LGNP.BRANDENBURG.DE;http://www.lg-neuruppin.brandenburg.de;(03391)5150;(03391)515444
Landgericht  Nürnberg-Fürth;"Landgericht  Nürnberg-Fürth
90327 Nürnberg";"Landgericht  Nürnberg-Fürth
Fürther Straße 110
90429 Nürnberg";Poststelle@lg.nfue.bayern.de;http://www.justiz.bayern.de/gericht/lg/nfue;(0911)32101;(0911)3212878
Oberlandesgericht Naumburg ;"Oberlandesgericht Naumburg 
Postfach 16 55
06606 Naumburg";"Oberlandesgericht Naumburg 
Domplatz 10
06618 Naumburg";Poststelle@olg-nmb.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/olg;(03445)280;(03445)282000
Oberlandesgericht Nürnberg;"Oberlandesgericht Nürnberg
90327 Nürnberg";"Oberlandesgericht Nürnberg
Fürther Straße 110
90429 Nürnberg";Poststelle@olg-n.bayern.de;http://www.justiz.bayern.de/gericht/olg/n;(0911)32101;(0911)3212560
Amtsgericht Ihringen ;"Amtsgericht Ihringen 
Postfach 11 09
74601 Öhringen";"Amtsgericht Ihringen 
Karlsvorstadt 18
74613 Öhringen";Poststelle@agoehringen.justiz.bwl.de;;(07941) 6040;(07941)  604360
Amtsgericht Oberhausen ;"Amtsgericht Oberhausen 
Postfach 10 01 20
46001 Oberhausen";"Amtsgericht Oberhausen 
Friedensplatz 1
46045 Oberhausen";poststelle@ag-oberhausen.nrw.de;http://www.ag-oberhausen.nrw.de;(0208)85861;(0208)8586218
Amtsgericht Oberkirch ;Amtsgericht Oberkirch ;"Amtsgericht Oberkirch 
Hauptstraße 48
77704 Oberkirch";Poststelle@agoberkirch.justiz.bwl.de;;(07802) 93750;(07802) 937520
Amtsgericht Obernburg am Main ;"Amtsgericht Obernburg am Main 
Postfach 11 01 63
63777 Obernburg am Main";"Amtsgericht Obernburg am Main 
Römerstraße 80
63785 Obernburg am Main";Poststelle@ag-obb.bayern.de;;(06022) 6280;(06022) 628222
Amtsgericht Oberndorf am Neckar;"Amtsgericht Oberndorf am Neckar
Postfach 13 20
78722 Oberndorf am Neckar";"Amtsgericht Oberndorf am Neckar
Mauserstraße 28
78727 Oberndorf am Neckar";Poststelle@agoberndorf.justiz.bwl.de;;(07423) 8150;(07423) 815-166
Amtsgericht Offenbach am Main;"Amtsgericht Offenbach am Main
Postfach 10 10 00
63063 Offenbach am Main";"Amtsgericht Offenbach am Main
Kaiserstraße 16-18
63065 Offenbach am Main";verwaltung@ag-offenbach.justiz.hessen.de;http://www.ag-offenbach.justiz.hessen.de;(069)80570;(069)80575001
Amtsgericht Offenburg ;Amtsgericht Offenburg ;"Amtsgericht Offenburg 
Hindenburgstraße 5
77654 Offenburg";Poststelle@agoffenburg.justiz.bwl.de;;(0781) 9330;(0781) 9331089
Amtsgericht Oldenburg (Holstein);Amtsgericht Oldenburg (Holstein);"Amtsgericht Oldenburg (Holstein)
Göhler Straße 90
23758 Oldenburg (Holstein)";verwaltung@ag-oldenburg.landsh.de;http://www.ag-oldenburg.schleswig-holstein.de;(04361)6240;(04361)80576
Amtsgericht Oldenburg (Oldb.) ;"Amtsgericht Oldenburg (Oldb.) 
Postfach 24 71
26014 Oldenburg (Oldb.";"Amtsgericht Oldenburg (Oldb.) 
Elisabethstraße 8
26135 Oldenburg (Oldb.)";agol-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-oldenburg.niedersachsen.de;(0441)2200;(0441)2203040
Amtsgericht Olpe ;"Amtsgericht Olpe 
Postfach 11 20
57441 Olpe";"Amtsgericht Olpe 
Bruchstraße 32
57462 Olpe";poststelle@ag-olpe.nrw.de;http://www.ag-olpe.nrw.de;(02761)8040;(02761)804111
Amtsgericht Oranienburg ;"Amtsgericht Oranienburg 
Postfach 10 02 55
16502 Oranienburg";"Amtsgericht Oranienburg 
Berliner Straße 38
16515 Oranienburg";verwaltung@AGOR.BRANDENBURG.DE;http://www.ag-oranienburg.brandenburg.de;(03301)5739 200 -3301;(03301)5739 300
Amtsgericht Oschatz ;Amtsgericht Oschatz ;"Amtsgericht Oschatz 
Brüderstraße 5
04758 Oschatz";verwaltung-agoz@agoz.justiz.sachsen.de;http://www.justiz.sachsen.de;(03435)90180;(03435)901842
Amtsgericht Oschersleben ;"Amtsgericht Oschersleben 
Postfach 10 02 50
39382 Oschersleben";"Amtsgericht Oschersleben 
Gartenstraße 1
39387 Oschersleben";Poststelle@ag-oc.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-oc;(03949)9106;(03949)910700
Amtsgericht Osnabrück ;"Amtsgericht Osnabrück 
Postfach 11 51
49001 Osnabrück";"Amtsgericht Osnabrück 
Kollegienwall 29/31
49074 Osnabrück";AGOS-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-osnabrueck.niedersachsen.de;(0541)3150;(0541)3156304
Amtsgericht Osterholz-Scharmbeck;"Amtsgericht Osterholz-Scharmbeck
Postfach 11 03
27701 Osterholz- Scharmbeck";"Amtsgericht Osterholz-Scharmbeck
Klosterplatz 1
27711 Osterholz- Scharmbeck";agohz-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-osterholzscharmbeck.niedersachsen.de;(04791)3050;(04791)30549
Amtsgericht Osterode am Harz ;"Amtsgericht Osterode am Harz 
Postfach 11 31
37501 Osterode am Harz";"Amtsgericht Osterode am Harz 
Amtshof 20
37520 Osterode am Harz";poststelle@ag-oha.niedersachsen.de;http://www.amtsgericht-osterode.niedersachsen.de;(05522)50020;(05522)500220
Amtsgericht Otterndorf ;"Amtsgericht Otterndorf 
Postfach 11 62
21758 Otterndorf";"Amtsgericht Otterndorf 
Am Großen Specken 6/7
21762 Otterndorf";poststelle@ag-ott.niedersachsen.de;http://www.amtsgericht-ottendorf.niedersachsen.de;(04751)90202;(04751)90237
Amtsgericht Ottweiler ;"Amtsgericht Ottweiler 
Postfach 13 61
66560 Ottweiler";"Amtsgericht Ottweiler 
Reiherswaldweg 2
66564 Ottweiler";poststelle@agotw.justiz.saarland.de;http://www.ag-otw.saarland.de;(06824)3090;(06824)30949
Landgericht  Offenburg ;Landgericht  Offenburg ;"Landgericht  Offenburg 
Hindenburgstraße 5
77654 Offenburg";Poststelle@lgoffenburg.justiz.bwl.de;;(0781) 9330;(0781) 9331170
Landgericht  Oldenburg ;"Landgericht  Oldenburg 
Postfach 24 61
26014 Oldenburg";"Landgericht  Oldenburg 
Elisabethstraße 7
26135 Oldenburg";Igol-poststelle@justiz.niedersachsen.de;http://www.landgericht-oldenburg.niedersachsen.de;(0441)2200;(0441)2202015
Landgericht  Osnabrück ;"Landgericht  Osnabrück 
Postfach 29 21
49019 Osnabrück";"Landgericht  Osnabrück 
Neumarkt 2
49074 Osnabrück";LGOS-Poststelle@justiz.niedersachsen.de;http://www.landgericht-osnabrueck.niedersachsen.de;(0541)3150;(0541)3156138
Oberlandesgericht Oldenburg;"Oberlandesgericht Oldenburg
Postfach 24 51
26014 Oldenburg";"Oberlandesgericht Oldenburg
Richard-Wagner-Platz.1
26135 Oldenburg";olgol-poststelle@justiz.niedersachsen.de;http://www.oberlandesgericht-oldenburg.niedersachsen.de;(0441)2200;(0441)2201155
Amtsgericht Paderborn ;"Amtsgericht Paderborn 
33095 Paderborn";"Amtsgericht Paderborn 
Am Bogen 2-4
33098 Paderborn";poststelle@ag-paderborn.nrw.de;http://www.ag-paderborn.nrw.de;(05251)1260;(05251)126360
Amtsgericht Papenburg (Ems) ;"Amtsgericht Papenburg (Ems) 
Postfach 11 52
26851 Papenburg (Ems)";"Amtsgericht Papenburg (Ems) 
Hauptkanal links Nr. 28
26871 Papenburg (Ems)";agpap-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-papenburg.niedersachsen.de;(04961)9240;(04961)924155
Amtsgericht Parchim ;"Amtsgericht Parchim 
Postfach
19363 Parchim";"Amtsgericht Parchim 
Am Moltkeplatz 2
19370 Parchim";verwaltung@ag-parchim.mv-justiz.de;;(03871)7290;(03871)729199
Amtsgericht Pasewalk ;"Amtsgericht Pasewalk 
Postfach 12 31
17302 Pasewalk";"Amtsgericht Pasewalk 
Grünstraße 61
17309 Pasewalk";verwaltung@ag-pasewalk.mv-justiz.de;;(03973)20640;(03973)210684
Amtsgericht Passau;"Amtsgericht Passau
94030 Passau";"Amtsgericht Passau
Schustergasse 4
94032 Passau";Poststelle@ag-pa.bayern.de;http://www.justiz.bayern.de/gericht/ag/pa/;(0851)3940;(0851)3944051
Amtsgericht Peine ;"Amtsgericht Peine 
Postfach 11 01
31201 Peine";"Amtsgericht Peine 
Am Amthof 2, 4, 6 und 7
31224 Peine";agpe-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-peine.niedersachsen.de;(05171)7050;(05171)18399
Amtsgericht Perleberg ;"Amtsgericht Perleberg 
Postfach 47
19341 Perleberg";"Amtsgericht Perleberg 
Lindenstraße 12
19348 Perleberg";verwaltung@AGPER.BRANDENBURG.DE;http://www.ag-perleberg.brandenburg.de;(03876)7170;(03876)614529
Amtsgericht Pfaffenhofen a. d. Ilm;"Amtsgericht Pfaffenhofen a. d. Ilm
85266 Pfaffenhofen a. d. Ilm";"Amtsgericht Pfaffenhofen a. d. Ilm
Ingolstädter Straße 45
85276 Pfaffenhofen a. d. Ilm";Poststelle@ag-paf.bayern.de;;(08441)7560;(08441)756129
Amtsgericht Pforzheim ;"Amtsgericht Pforzheim 
Postfach 3 40
75103 Pforzheim";"Amtsgericht Pforzheim 
Lindenstraße 8
75175 Pforzheim";Poststelle@agpforzheim.justiz.bwl.de;;(07231) 3090;(07231) 309350
Amtsgericht Philippsburg;"Amtsgericht Philippsburg
Postfach 12 40
76653 Philippsburg";"Amtsgericht Philippsburg
Marktplatz 8
76661 Philippsburg";Poststelle@agphilippsburg.justiz.bwl.de;;(07256) 93110;(07256) 931150
Amtsgericht Pinneberg ;"Amtsgericht Pinneberg 
Postfach 11 49
25401 Pinneberg";"Amtsgericht Pinneberg 
Bahnhofstraße 17
25421 Pinneberg";verwaltung@ag-pinneberg.landsh.de;http://www.ag-pinneberg.schleswig-holstein.de;(04101)5030;(04101)503262
Amtsgericht Pirmasens ;"Amtsgericht Pirmasens 
Postfach 11 65
66921 Pirmasens";"Amtsgericht Pirmasens 
Bahnhofstraße 22-26
66953 Pirmasens";AGPS@zw.jm.rlp.de;http://www.AGPS.justiz.rlp.de;(06331)8711;(06331)871245
Amtsgericht Pirna ;Amtsgericht Pirna ;"Amtsgericht Pirna 
Schloßhof 7
01796 Pirna";verwaltung-p@agpir.justiz.sachsen.de;http://www.justiz.sachsen.de;(03501)7650;(03501)765150
Amtsgericht Plauen ;"Amtsgericht Plauen 
Postfach 40 02 51
08502 Plauen";"Amtsgericht Plauen 
Europaratstraße 13
08523 Plauen";verwaltung-p@agpl.justiz.sachsen.de;http://www.justiz.sachsen.de;(03741)100;(03741)101404
Amtsgericht Plettenberg ;"Amtsgericht Plettenberg 
Postfach 11 09
58811 Plettenberg";"Amtsgericht Plettenberg 
An der Lohmühle 5
58840 Plettenberg";poststelle@ag-plettenberg.nrw.de;http://www.ag-plettenberg.nrw.de;(02391)81390;(02391)813939
Amtsgericht Plön ;"Amtsgericht Plön 
Postfach 1 87
24302 Plön";"Amtsgericht Plön 
Lütjenburger Straße 48
24306 Plön";verwaltung@ag-ploen.landsh.de;http://www.ag-ploen.schleswig-holstein.de;(04522)7450;(04522)745198
Amtsgericht Pößneck ;"Amtsgericht Pößneck 
Postfach 14 51
07374 Pößneck";"Amtsgericht Pößneck 
Bahnhofstraße 18
07381 Pößneck";Poststelle@agpn.thueringen.de;;(03647)42680;(03647)426860
Amtsgericht Potsdam ;"Amtsgericht Potsdam 
Postfach 60 09 51
14409 Potsdam";"Amtsgericht Potsdam 
Jägerallee 10-12
14469 Potsdam";verwaltung@AGP.BRANDENBURG.DE;http://www.ag-potsdam.brandenburg.de;(0331)20 17 0;(0331)20 17 2960
Amtsgericht Prenzlau ;"Amtsgericht Prenzlau 
Postfach 11 51
17281 Prenzlau";"Amtsgericht Prenzlau 
Baustraße 37
17291 Prenzlau";verwaltung@AGPZ.BRANDENBURG.DE;http://www.ag-prenzlau.brandenburg.de;(03984)86100;(03984)861300 /400
Amtsgericht Prüm ;"Amtsgericht Prüm 
Postfach 11 40
54592 Prüm";"Amtsgericht Prüm 
Teichstraße 18
54595 Prüm";AGPRU@ko.jm.rlp.de;http://www.AGPRU.justiz.rlp.de;(06551)9410;(06551)941100
Landgericht  Paderborn ;"Landgericht  Paderborn 
Postfach 20 80
33050 Paderborn";"Landgericht  Paderborn 
Am Bogen 2-4
33098 Paderborn";poststelle@lg-paderborn.nrw.de;http://www.lg-paderborn.nrw.de;(05251)1260;(05251)126160
Landgericht  Passau;"Landgericht  Passau
94030 Passau";"Landgericht  Passau
Zengergasse 1-3
94032 Passau";Poststelle@lg-pa.bayern.de;http://www.justiz.bayern.de/gericht/lg/pa/;(0851)3940;(0851)3944000
